id,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
65JS2zw4iOpzPAosekqct2,0.000178,0.184,0.846,0.00089,0.428,-4.517,0,0.156,175.97,0.11
6Gh053kyrsJI9x8n6SGOsi,0.000546,0.3,0.803,0.0,0.111,-5.454,1,0.0466,161.834,0.121
78RVurnLybhspqzss2K0Dk,4.95e-05,0.387,0.722,0.222,0.108,-5.714,1,0.0426,99.995,0.104
6SMSr1pj2b2jHTm7t2dsu9,0.000319,0.425,0.687,2.85e-06,0.11,-6.012,0,0.0417,113.242,0.186
7vQHgaUJCODPVaAhJIJyjz,0.000254,0.608,0.905,4.93e-05,0.072,-3.89,1,0.0426,127.977,0.419
4qXhe4jJKLIfYkikUoyAGk,0.00168,0.211,0.637,0.22,0.112,-7.063,0,0.0586,149.676,0.0627
3HsRnPt6PHGapznP1sOSgl,0.000206,0.175,0.893,0.0212,0.102,-5.532,0,0.159,85.032,0.349
0oQlwRC1so0llLooybvrfC,7.81e-05,0.439,0.937,0.0,0.307,-4.349,1,0.0714,102.997,0.32
4UJXKURpwlrXfbw0OS0qXu,5.27e-05,0.316,0.967,0.0,0.369,-3.059,0,0.239,194.009,0.358
3ZScRNqOTH47M9Cv9QfmLT,0.000209,0.391,0.766,8.91e-06,0.0413,-6.151,1,0.0564,87.475,0.238
0RsdMpRGbhFe3FQ56Csput,0.000168,0.495,0.921,0.000929,0.0407,-5.694,1,0.12,99.982,0.109
1jgQ8Luxcdmv77Y5THRutr,0.000437,0.345,0.843,0.758,0.13,-6.062,0,0.128,176.069,0.193
3oFVdJMUJWgzrbThLgPML5,0.708,0.206,0.328,0.0161,0.304,-10.893,0,0.0292,91.136,0.0383
1ODOs9yJo2TrXmGsLNLPVC,0.0153,0.443,0.671,0.002,0.205,-7.425,1,0.0474,120.029,0.159
0QfZ8OHFnFzLe66iFBww2U,1.4e-05,0.418,0.995,0.0005,0.132,-2.974,0,0.0804,130.493,0.243
5sICkBXVmaCQk5aISGR3x1,0.00213,0.577,0.828,0.0114,0.0581,-8.691,0,0.0298,123.257,0.604
2R6UrJ8uWbSIiHWmvRQvN8,5.6e-06,0.511,0.97,0.00136,0.18,-3.72,1,0.0414,132.986,0.566
2MuWTIM3b0YEAskbeeFE1i,0.000647,0.543,0.836,0.431,0.153,-9.11,0,0.0353,105.173,0.56
2dXsILW8gzkosqleHAvl0v,0.00563,0.518,0.858,0.00349,0.0598,-6.147,1,0.0672,117.897,0.249
0nLiqZ6A27jJri2VCalIUs,0.0458,0.553,0.362,6.01e-06,0.075,-11.218,0,0.0263,142.352,0.158
5IX4TbIR5mMHGE4wiWwKW0,0.00111,0.437,0.695,0.0857,0.124,-9.447,1,0.0617,102.178,0.413
6FUwPb4mGlUDbx42uspXaZ,2.02e-05,0.49,0.951,0.0027,0.0314,-3.777,1,0.0477,106.946,0.589
5nekfiTN45vlxG0eNJQQye,0.00369,0.256,0.924,0.234,0.114,-6.685,1,0.113,113.574,0.28
4aYLAF6ckQ5ooGGGM7sWAa,0.0108,0.54,0.584,0.00296,0.253,-9.579,1,0.0254,139.261,0.244
1aXFBWnnPFRKUN7vuIA5h0,1.94e-05,0.426,0.813,0.022,0.0937,-3.963,1,0.0318,149.013,0.228
6nswV1Lz3OZkaiCJfmVUOa,0.00055,0.497,0.89,0.00129,0.255,-4.559,0,0.0445,133.047,0.249
28WmNsclKsrVmdv3tDmoYU,0.037,0.445,0.964,0.0132,0.0773,-5.493,1,0.282,140.817,0.448
1PhLYngBKbeDtdmDzCg3Pb,0.000819,0.633,0.846,0.00139,0.0762,-6.347,1,0.0337,89.23,0.448
2Iv4HSoMX2fDeXFcOJWyWX,0.000248,0.568,0.92,0.0714,0.149,-4.434,0,0.0297,113.394,0.719
3uSATa7xWXVJrMhJJSnGGk,4.01e-05,0.193,0.983,0.0375,0.0645,-3.929,1,0.0591,168.193,0.385
0QV3swr7L8MZr72lL2izV1,1.11e-05,0.128,0.991,0.00379,0.219,-3.289,1,0.0582,186.12,0.534
22GbAGb80ZZNgm2yrBMnpR,0.000362,0.55,0.824,0.00115,0.0865,-7.848,0,0.0347,131.387,0.332
0t7LcUic4qolMCysPrKeAd,0.000369,0.438,0.976,0.0,0.194,-2.757,0,0.0576,178.03,0.791
5iG1GycXpheJ5xMW0gNvKv,0.000121,0.313,0.979,0.0313,0.261,-3.907,1,0.0462,178.884,0.678
13Uvqll8OQDjw3wDweIK9y,9.11e-05,0.334,0.982,0.149,0.106,-2.293,0,0.0619,126.883,0.501
6RbC38oDCIXD8V2AOU1Tjr,0.000303,0.435,0.901,0.0072,0.185,-3.694,0,0.0429,143.646,0.547
6UB9mShVLbMm0W4e6vud4C,0.00022,0.481,0.928,0.558,0.106,-8.799,0,0.0672,96.699,0.427
2hBn08QphNtdnhwDNtnZMg,2.42e-05,0.425,0.972,0.0202,0.239,-3.448,0,0.045,101.125,0.282
107nvz0Fjnsq9O9g61myZ5,0.00113,0.551,0.855,0.845,0.838,-6.378,1,0.0616,128.013,0.0332
3dWNUqrgkQakv9fj5epwPK,0.0171,0.448,0.504,0.000849,0.38,-7.749,0,0.0317,135.254,0.391
46tSt69Xw10Ej8Rn7wJmFt,0.000213,0.536,0.928,6.56e-05,0.0411,-3.64,1,0.0498,122.655,0.46
6HeYgpgqEo8SGis4dHwRbu,1.73e-05,0.43,0.95,0.0641,0.103,-4.203,1,0.034,124.931,0.543
38fIaph07Kd8ZIN6l17ZJs,0.000611,0.384,0.916,0.422,0.14,-6.468,0,0.0983,158.042,0.192
2b7r6fN91KiHnp00aqHZ7x,0.00546,0.677,0.835,0.00538,0.297,-7.627,0,0.0411,108.003,0.689
5JAnXx5BBES4FEf4d4t4CC,0.00115,0.396,0.947,0.0179,0.089,-2.652,0,0.0477,93.043,0.443
2ZPnedMaS4W1de05Xz18hF,2.77e-05,0.462,0.99,0.0261,0.0999,-4.134,1,0.047,96.579,0.492
4PGBgDZAcUpAapDtfdX5Np,0.873,0.439,0.278,0.929,0.116,-20.265,0,0.0303,150.176,0.191
0qbV4e18lWrTTxlswVoLbI,0.00196,0.297,0.692,3.75e-06,0.115,-5.625,0,0.0344,121.52,0.103
0rDPQzWWmLTv9deHn4ulG7,8.82e-05,0.35,0.902,0.0425,0.111,-7.125,1,0.0357,115.909,0.78
1ALXFmNr7lrTug2LAE989q,0.000122,0.397,0.958,0.0203,0.0378,-3.088,0,0.0341,85.836,0.416
0Tp7uSZK21LZTbZRBNb9ud,6.22e-05,0.445,0.802,0.00202,0.112,-8.965,0,0.123,129.037,0.499
6RqEJvpEzzlwj8g0wKG1ln,0.000121,0.289,0.934,0.0515,0.086,-6.085,1,0.157,173.872,0.347
30RKGpKHqr7ytcTljw436k,8.39e-05,0.527,0.907,0.00755,0.0891,-5.772,1,0.0377,112.089,0.364
1FPSkRkDlthbAceSIIWc4C,0.000324,0.306,0.766,0.101,0.102,-9.693,1,0.0329,96.668,0.42
3e7wv9TChjWrnXHrk5NyBU,0.00067,0.268,0.974,0.00106,0.0772,-2.948,1,0.114,182.095,0.342
6ckozbGmOusAnLT2LEbERy,3.75e-05,0.283,0.988,0.728,0.0712,-7.017,1,0.111,90.791,0.133
1Gn1FeIYUMZ2a7PrbaaQhl,0.000254,0.251,0.978,0.315,0.0798,-5.495,0,0.166,100.822,0.17
3JjZq20Kv6UphyyirAaY9A,3.64e-05,0.163,0.977,0.0052,0.0555,-3.585,0,0.0591,178.44,0.369
2YTwVDQOSGclX2N3AKetOP,0.00157,0.224,0.938,0.0765,0.106,-6.907,1,0.408,203.79,0.327
2UIuYNBg8r5pkoG2MjdLZT,0.000598,0.246,0.95,0.00166,0.959,-5.034,0,0.107,151.568,0.359
1V3wAgMB4ESaN4rStlrUNz,0.000207,0.658,0.842,0.0771,0.316,-8.851,0,0.0397,93.115,0.643
2O7UGwJPVlix15Wn4sa5vw,6.07e-05,0.257,0.975,0.1,0.222,-6.128,1,0.175,149.312,0.276
3J8jTThxk8GtxyoupHtyrb,8.81e-05,0.252,0.988,0.0451,0.0516,-5.291,1,0.203,162.945,0.0529
7vFC68CBMKu99p4tIz6yzx,0.000116,0.679,0.719,0.354,0.128,-10.134,1,0.032,111.792,0.445
0eXz8pS25MoeUguNPR9VvD,0.000105,0.547,0.799,0.0955,0.0612,-7.47,1,0.128,86.634,0.409
6nek1Nin9q48AVZcWs9e9D,0.0509,0.449,0.585,8.75e-05,0.0833,-6.761,1,0.0268,139.631,0.212
7LVHVU3tWfcxj5aiPFEW4Q,0.164,0.209,0.417,0.00196,0.113,-8.74,1,0.0338,138.178,0.124
3AJwUDP919kvQ9QcozQPxg,0.00239,0.429,0.661,0.000121,0.234,-7.227,1,0.0281,173.372,0.285
3RiPr603aXAoi4GHyXx0uy,0.211,0.491,0.693,6.92e-06,0.325,-6.487,0,0.0377,90.027,0.412
0BCPKOYdS2jbQ8iyB56Zns,0.599,0.577,0.749,0.0115,0.183,-7.215,0,0.0279,130.97,0.255
3FeVmId7tL5YN8B7R3imoM,0.00813,0.588,0.701,0.0,0.2,-6.39,1,0.0402,104.988,0.443
75JFxkI2RXiU7L9VXzMkle,0.731,0.557,0.442,1.46e-05,0.11,-7.224,1,0.0243,146.277,0.213
1ZqHjApl3pfzwjweTfMi0g,0.0614,0.33,0.58,0.00129,0.115,-7.875,0,0.0374,76.093,0.11
7clUVcSOtkNWa58Gw5RfD4,0.00488,0.514,0.898,0.0345,0.0746,-6.765,0,0.0577,123.067,0.353
2U8g9wVcUu9wsg6i7sFSv8,0.00194,0.425,0.732,0.0103,0.171,-6.883,1,0.0396,117.98,0.333
7D0RhFcb3CrfPuTJ0obrod,0.748,0.371,0.268,0.0517,0.104,-10.506,1,0.0281,102.617,0.165
03T4ttRCiLXST6MZjeMwmR,0.0258,0.503,0.808,0.00149,0.557,-5.051,0,0.0451,107.973,0.282
4HXOBjwv2RnLpGG4xWOO6N,0.00385,0.42,0.69,0.015,0.287,-6.221,0,0.0347,85.014,0.237
0939D7aT18uBDS2MTjWzct,0.00711,0.507,0.828,2.44e-05,0.261,-6.023,1,0.0449,178.032,0.489
2nvC4i2aMo4CzRjRflysah,0.0553,0.424,0.588,4.95e-06,0.298,-5.455,1,0.0278,144.636,0.193
1yqMgZNrevsWMLWfO2PRp5,0.0212,0.43,0.74,0.00165,0.33,-7.072,1,0.0375,137.978,0.0948
4TcCbhzD4caTdkkvkS45oa,0.0168,0.614,0.68,0.00056,0.118,-7.84,0,0.0425,153.937,0.347
0R8P9KfGJCDULmlEoBagcO,0.189,0.565,0.546,0.0015,0.17,-7.496,0,0.0314,139.757,0.195
6qt0IWS8y6yGR6gNTEmQzj,0.123,0.433,0.922,4.8e-06,0.93,-6.8,1,0.12,138.203,0.5
31L9yLXSj6LpCFupyMV6CR,0.0488,0.479,0.717,0.000333,0.102,-5.459,1,0.0605,163.989,0.253
4cGqn0E8JCSY9gQllQj4Mf,0.193,0.592,0.342,0.00245,0.11,-8.93,1,0.0339,130.953,0.155
1dNIEtp7AY3oDAKCGg2XkH,0.0306,0.607,0.649,2.46e-05,0.174,-6.695,0,0.0362,102.996,0.505
23khhseCLQqVMCIT1WMAns,0.0266,0.738,0.482,0.621,0.106,-8.917,0,0.0402,93.457,0.352
6f49kbOuQSOsStBpyGvQfA,0.0021,0.449,0.92,0.0167,0.334,-4.982,1,0.0737,122.984,0.0772
4hf0hL4kWyjWztZzVsM39V,0.175,0.611,0.556,7.14e-05,0.0359,-5.761,1,0.0288,126.532,0.252
0h9fnCSnbUgOEgibnQByFv,0.775,0.512,0.452,0.0818,0.065,-8.991,1,0.0292,124.103,0.235
0FMjqbY3aWo1QDbo3GwXib,0.0127,0.495,0.502,0.689,0.068,-9.307,1,0.0259,97.546,0.0394
0u35Dpz37TY2M2j20RUdMf,0.0364,0.262,0.482,0.000189,0.11,-7.75,0,0.0294,170.968,0.063
2RZ8SjEJYJHZ8YCUzls77w,0.00107,0.55,0.796,1.18e-05,0.123,-7.262,1,0.0378,89.876,0.51
6U8VHaQxzECez4TSt0nmiP,0.304,0.536,0.486,0.000479,0.945,-9.431,0,0.037,72.727,0.125
6mf7BNgXs8JipPr2QILnyN,0.00276,0.503,0.594,0.0102,0.109,-7.095,1,0.0263,108.9,0.168
2w3eXFL86RgxGtDr8bzwgK,0.327,0.566,0.459,0.000253,0.202,-9.488,1,0.0289,116.916,0.151
0qksx8mV28lztYIZ1om8ml,0.0334,0.396,0.803,0.0,0.0688,-6.186,1,0.0487,116.705,0.286
2XiSB3m4WSkxD3xIUrYHfV,0.0644,0.515,0.851,0.000139,0.919,-8.174,0,0.0689,115.665,0.588
4GKk1uNzpxIptBuaY97Dkj,0.615,0.548,0.475,0.808,0.0944,-12.42,1,0.0355,126.974,0.0349
6P2Y4KnF2x8uwZV2cZWA8t,0.652,0.289,0.263,0.155,0.103,-10.88,1,0.0297,133.585,0.0736
6uJwPeBGb3swi85TSr9iIz,0.0167,0.624,0.824,0.00029,0.138,-5.501,1,0.0445,97.012,0.366
3HWDWyIqWuLsTHECx9DvXF,0.000315,0.559,0.841,0.437,0.0816,-5.584,1,0.0332,105.009,0.147
0ZlVUhjO8c0bOx1D2Btznf,0.000114,0.401,0.834,0.849,0.373,-7.727,1,0.055,172.009,0.163
33koOQs551ijjVmLbmrcDc,0.447,0.223,0.439,0.0141,0.926,-10.456,1,0.0312,165.899,0.119
1uKzAldJYlwje9HstlwTie,0.657,0.369,0.295,1.54e-05,0.107,-12.779,1,0.0351,92.226,0.211
2DHgvPQD1jApRnT1DBZdrS,0.396,0.495,0.525,0.00736,0.0961,-9.342,0,0.0301,154.466,0.249
3pcPPhPAiurm2Ior11SHrz,0.931,0.633,0.18,0.801,0.513,-19.54,1,0.034,116.981,0.2
6V6goat94tTJOWXXKZstNX,0.157,0.352,0.711,0.701,0.0683,-6.412,1,0.0334,73.161,0.422
3E3zYgQul8EaJioNvD2tv9,0.943,0.476,0.18,0.235,0.138,-17.499,1,0.0346,134.025,0.236
7mGJlNOAOmJ5ptkmujg1Gv,0.00534,0.256,0.625,0.00386,0.179,-7.53,1,0.0348,140.351,0.201
7HBnZdg7fIQwqMhQhci0VV,0.399,0.501,0.639,0.85,0.099,-6.591,1,0.0357,120.04,0.0789
6Tb7Zfo4PcSiS4TqQ4NnTh,0.939,0.146,0.216,0.54,0.0773,-12.302,1,0.0399,78.045,0.0341
7KolrFGhfDi1JTSgQBT5sI,0.586,0.277,0.797,0.341,0.221,-5.66,1,0.0385,177.004,0.26
4Y9lVjRD82aJOQ2v13UIoF,0.00537,0.428,0.948,1.29e-06,0.371,-4.655,0,0.0934,138.015,0.219
7snQQk1zcKl8gZ92AnueZW,0.09,0.445,0.952,0.0843,0.112,-5.321,1,0.0522,125.304,0.624
4JiEyzf0Md7KEFFGWDDdCr,0.0209,0.496,0.739,0.00451,0.106,-7.193,1,0.0416,132.411,0.377
2N2yrmodOnVF10mKvItC9P,0.00184,0.455,0.589,0.00358,0.104,-8.64,1,0.0328,124.634,0.254
1OEoNpiyqBghuEUaT6Je6U,0.683,0.457,0.296,0.000119,0.109,-12.511,1,0.0306,120.02,0.333
0G21yYKMZoHa30cYVi1iA8,0.0195,0.454,0.987,0.279,0.268,-4.485,1,0.0881,123.61,0.316
0dlTGl67UFWcKupzkxZYOn,0.00889,0.349,0.985,0.561,0.36,-5.676,0,0.122,151.007,0.322
3YRCqOhFifThpSRFJ1VWFM,0.016,0.294,0.64,0.22,0.112,-9.316,1,0.0291,79.79,0.226
67q0QsfLcTa2SqhP2wQbia,0.464,0.614,0.902,2.44e-05,0.15,-7.232,1,0.0331,135.453,0.909
6eN1f9KNmiWEhpE2RhQqB5,0.019,0.268,0.98,0.00692,0.182,-5.959,1,0.101,100.316,0.39
6i4Qi1mJxXjqNIL9HfJhRs,0.0803,0.33,0.787,0.0632,0.32,-8.806,0,0.0732,139.918,0.382
0rFWuqFgHAfuzE8uSB9TWR,0.0106,0.266,0.778,0.113,0.12,-8.671,1,0.0624,151.244,0.262
5sVf9kN90ScddiT3SdT9Qh,0.465,0.466,0.632,0.000256,0.135,-6.94,1,0.0326,68.893,0.246
7CBFRsUz1pz1cS12soVhih,0.13,0.393,0.995,0.00461,0.263,-4.946,1,0.103,148.196,0.198
11VGhd5i7deLL0YB0ayicY,0.0666,0.363,0.849,0.00517,0.306,-7.744,1,0.0554,170.625,0.429
2FEWcWHnDmGD6WSqpW4VYu,0.603,0.263,0.442,2.99e-06,0.106,-8.279,0,0.0309,92.179,0.133
1Pvmzboyxwp1rOVYqwKIgU,7.11e-05,0.364,0.974,0.0899,0.176,-1.797,1,0.0699,166.053,0.525
65G4Ib3w7tgLjUkO5GseN0,0.0307,0.491,0.974,2.58e-06,0.274,-6.695,1,0.0487,106.269,0.527
3s03nrUInN3NAVjQtmnS0O,0.0105,0.358,0.762,0.282,0.368,-8.323,1,0.0324,89.246,0.168
3nW5v0Htr1ySk8czTJIA2V,0.1,0.563,0.784,0.00219,0.895,-9.234,0,0.042,98.011,0.387
4InpYF6IH5bhuHwG0R0faj,0.0173,0.31,0.945,0.0074,0.211,-6.713,1,0.167,108.437,0.242
58YL9Jo1T0wyijCOZWRmyL,0.0206,0.388,0.989,1.16e-05,0.126,-6.181,1,0.162,150.77,0.199
7xki0BmuOllyquWqjhETyr,0.0266,0.41,0.929,0.00127,0.12,-5.884,1,0.0354,138.457,0.554
4vtXsXvSYaTfKQ0dJXbJGu,0.0189,0.445,0.922,0.00231,0.181,-6.665,1,0.0443,129.501,0.45
0ivarc4umuzp5I3J7lPDJc,0.000249,0.34,0.984,0.0,0.331,-2.533,1,0.0938,187.766,0.613
0zoK1L5JxJbyk7T2nw367B,0.000769,0.474,0.8,0.0309,0.131,-10.472,1,0.0775,133.94,0.156
693Vu2TytCbonbTu9qQ8M3,0.713,0.587,0.662,2.98e-05,0.0662,-9.706,0,0.0308,135.862,0.605
46AtSShP5IL2Ls3uHpxmt8,0.00146,0.29,0.974,0.446,0.0378,-9.55,1,0.137,98.289,0.119
6O2fGDuLTT67XT6wWbkKHh,0.000105,0.325,0.953,0.25,0.254,-4.116,0,0.0648,118.503,0.397
7hNhaEqwJCmd4nizXsqtLX,0.603,0.364,0.629,0.848,0.992,-8.188,1,0.0325,99.566,0.0364
2PrmCyoClC4ulLJR42z74O,0.0326,0.298,0.92,0.000547,0.0708,-7.454,0,0.0924,179.953,0.388
3YnJJhSe1cZJtOmhW7bYX1,0.0208,0.348,0.913,0.195,0.131,-8.08,1,0.15,125.816,0.272
1kq4BX4zZHyr4O5cJGcduh,0.00559,0.517,0.97,0.0343,0.0581,-2.932,1,0.0853,134.336,0.601
5tqSUxm3Wpql0dlLMrIAp1,0.000164,0.416,0.995,0.0902,0.34,-5.376,0,0.119,112.014,0.33
5elBPrrIM4dWbGVTluXBPl,0.00388,0.334,0.924,0.645,0.945,-8.505,1,0.0908,155.788,0.625
0S9eOzGwLHUwmjYvB5jG4x,0.000223,0.524,0.787,0.000141,0.277,-9.411,0,0.0644,132.053,0.561
3kSsbFBOdaflBNNJkiG1ja,0.000112,0.331,0.965,9.85e-05,0.312,-2.918,1,0.143,176.988,0.342
4lOISkmUcErziyEn4jHSy2,0.0085,0.25,0.763,0.191,0.705,-6.571,1,0.0543,74.891,0.214
0iLV9SuiXvAf7QI1LIHybg,5.94e-05,0.427,0.909,0.897,0.969,-7.352,1,0.0727,108.258,0.403
4g9TfQAiEN6lDNRJJsiU9T,0.0702,0.402,0.502,6.37e-05,0.115,-10.009,0,0.0315,147.519,0.209
2foNAckCzsyD0HJUbmhTZJ,0.00319,0.308,0.996,0.000283,0.356,-3.356,0,0.0817,181.331,0.375
6duHxAfKPYnrvkjVBcBklR,0.934,0.399,0.676,0.321,0.846,-9.285,1,0.0422,129.69,0.346
7n7YoJuPdy7NuEISVF1sJK,0.000829,0.37,0.856,0.898,0.983,-7.23,0,0.0908,76.337,0.503
7q4Miqc5itaPtd20K2gH4N,3.43e-05,0.262,0.944,0.00051,0.0756,-3.412,1,0.0612,141.821,0.329
5pxwBcIYQRr01zL7Ya4SX7,0.0336,0.228,0.941,0.0031,0.854,-4.014,0,0.138,145.166,0.253
6SUUNSpCeHB0jKEGfmOSYn,7.78e-05,0.485,0.928,0.904,0.851,-6.836,1,0.101,112.777,0.486
0SssEf0vqdVTYLPjgC187j,0.734,0.183,0.866,0.00238,0.967,-11.406,1,0.443,79.129,0.0382
5cZqsjVs6MevCnAkasbEOX,0.0128,0.432,0.884,0.000457,0.166,-6.657,1,0.128,108.835,0.619
3IV4swNduIRunHREK80owz,0.00591,0.603,0.933,0.0,0.206,-3.358,1,0.171,96.311,0.709
1MTQHCpraD4S8g5PAFKzoj,0.497,0.595,0.489,0.0,0.119,-6.66,1,0.0271,120.312,0.0902
5MYsvAONqcsIVOwu2HTQ3p,0.0675,0.428,0.781,0.000781,0.615,-6.823,0,0.281,93.244,0.709
1TEZWG1FdjzDdercCguTwj,0.0022,0.573,0.93,0.0716,0.718,-5.998,1,0.0814,97.574,0.283
2avKuMN2QXkaG9vvHa2JLt,0.0174,0.425,0.852,0.311,0.0935,-5.605,1,0.0461,101.97,0.499
0EtzpDX05udzfLcGntGbGU,0.000769,0.328,0.867,0.000608,0.164,-4.717,1,0.0714,135.579,0.179
2ppAkaBj4vaL0qsFm1TOKI,0.0741,0.698,0.891,2.96e-05,0.313,-5.402,1,0.113,95.007,0.837
5SEBSAio1N77Vbrj1cAEGb,0.114,0.752,0.753,0.0,0.317,-7.721,0,0.357,102.55,0.604
6holGuk1jKHTdWyWBOZi8l,0.00231,0.458,0.978,2.11e-06,0.111,-2.389,1,0.192,104.013,0.341
2KuGuEVhHoQ0F1PVupQovc,0.00119,0.492,0.947,8.6e-06,0.0578,-4.403,1,0.0407,102.085,0.594
2PDdjoIa7fHriNPkqu055e,0.000449,0.457,0.98,0.00152,0.076,-2.497,1,0.253,173.997,0.66
7on45JTbuUgroAC4DXwBqQ,0.00896,0.639,0.947,0.00173,0.0915,-4.216,1,0.142,100.869,0.586
6Zj3YsYfj8YTY9aGMDnpn8,0.00154,0.608,0.938,1.49e-05,0.369,-3.615,1,0.0743,100.861,0.603
06nmwVr0Ev16QnVXsQXSf1,0.0353,0.475,0.944,0.0,0.66,-4.19,1,0.396,158.071,0.441
4wWf2hSQwmVc1lCWHAMTUR,0.0357,0.545,0.98,1.93e-05,0.315,-3.103,1,0.451,143.858,0.355
6IPJ7LeWIOhxPW8Sq3nIGc,0.0995,0.519,0.771,0.0529,0.0612,-7.175,1,0.0734,104.498,0.413
0QepvU0N2fC2B5uIPafO1q,0.0039,0.506,0.928,0.00241,0.279,-2.898,1,0.186,100.375,0.436
2KlKLcZPU4CptMCQ3TY5ls,0.295,0.868,0.87,0.0,0.132,-6.549,1,0.182,107.96,0.158
5kS6gc6Df3eV676GGUF832,0.00856,0.408,0.942,0.0,0.642,-2.511,1,0.268,172.506,0.413
2nMN06ZdkOyGrhSDt9CKah,0.0364,0.462,0.943,0.00148,0.0871,-5.343,1,0.245,95.483,0.218
6YU556RBcA4js0poLlP8Cu,0.00731,0.462,0.978,0.0257,0.458,-3.199,1,0.127,97.69,0.441
5VNMlLgQdpo2ksrYzD9ANy,0.00182,0.376,0.839,0.0162,0.153,-6.426,1,0.0444,94.758,0.348
0S6rmCEGfJhAf2vL6FE5pD,0.000833,0.461,0.932,0.0,0.362,-3.977,1,0.209,97.285,0.441
043Re81uRxCx2Nw6LfAheU,0.00262,0.58,0.773,0.000594,0.114,-5.046,0,0.0272,99.988,0.397
2Gle7uL36Pg0FZKuNtW30v,0.00827,0.393,0.958,0.0352,0.66,-5.373,0,0.223,110.071,0.413
7oGFLiay0XopGrUiYbZKHC,0.00357,0.677,0.929,0.0,0.0286,-3.699,0,0.149,96.105,0.841
6do9iwoqKRIvEvRTsXlOoZ,0.453,0.304,0.376,2.42e-05,0.087,-7.34,1,0.0286,142.213,0.0538
77AbmFudFBhF5a4Vcmwqtu,0.27,0.629,0.68,0.000322,0.12,-5.692,0,0.029,101.369,0.221
4H5tQdRchZaGpwoz56qRQa,0.00174,0.589,0.957,0.000187,0.096,-4.127,1,0.118,82.031,0.817
1CP8UCFq3Buyg4MN8mZUka,0.0354,0.466,0.838,7.31e-05,0.34,-6.258,1,0.248,99.816,0.513
52h4yQrQZD3BkycTqlKsjj,0.000155,0.225,0.996,0.137,0.117,-4.275,1,0.442,193.028,0.0502
4qWOEeCDVLZPXGzgxE8F7D,0.0579,0.574,0.754,0.000293,0.127,-5.605,1,0.0333,75.206,0.216
1oQIVInvZ4e92v1bOzrUgD,0.00852,0.706,0.989,0.00276,0.104,-2.941,1,0.122,110.03,0.291
2PusNhFvJHBr4qtHBKcHP4,0.0268,0.536,0.784,0.0884,0.155,-7.646,1,0.191,87.887,0.508
2ISetzZ91WX6szLgyfNQOV,0.308,0.481,0.391,0.0,0.083,-8.388,0,0.0262,139.835,0.232
3fCk6T2IJsMVEZ45079urc,0.000504,0.395,0.996,0.000107,0.234,-4.764,1,0.214,93.128,0.291
02feeh3yjDZDXEOXiVh96S,0.00343,0.634,0.985,0.00907,0.852,-2.737,1,0.112,110.064,0.472
1XkTsmGEThbTQRQpB5byLU,0.0134,0.486,0.737,0.00157,0.46,-8.184,1,0.314,106.752,0.343
3U0twJ3eXYEgEo0hh5Osh0,0.00501,0.554,0.698,0.000478,0.153,-4.446,1,0.0422,150.038,0.155
7m8leIR2d0XtLWm1lPXaKu,0.000515,0.221,0.991,0.00135,0.175,-4.509,0,0.268,80.969,0.164
6cUABkGFq0f8hBZZCUBX4Q,0.000112,0.185,0.827,0.671,0.177,-4.482,1,0.0556,183.404,0.272
6nFqXBpJRPcyfay192nlyB,0.768,0.417,0.267,0.0941,0.183,-13.768,1,0.0305,98.068,0.0508
5RYLa5P4qweEAKq5U1gdcK,0.0184,0.67,0.776,0.00294,0.128,-5.874,1,0.0356,130.128,0.703
5T8EDUDqKcs6OSOwEsfqG7,0.0475,0.559,0.868,0.000176,0.776,-5.276,1,0.17,156.295,0.609
6xdLJrVj4vIXwhuG8TMopk,0.713,0.599,0.761,4.74e-06,0.349,-6.887,1,0.0421,77.015,0.712
2fuCquhmrzHpu5xcA1ci9x,0.429,0.671,0.712,0.0,0.103,-7.815,1,0.0476,113.805,0.462
4u7EnebtmKWzUH433cf5Qv,0.271,0.411,0.404,0.0,0.3,-9.928,0,0.0511,71.068,0.226
4pbJqGIASGPr0ZpGpnWkDn,0.676,0.692,0.497,0.0,0.259,-7.316,1,0.119,81.308,0.475
5vdp5UmvTsnMEMESIF2Ym7,0.112,0.933,0.528,0.312,0.163,-6.472,0,0.161,109.967,0.754
2AkmdLbVKS1steeZdy8H1l,0.0841,0.795,0.435,0.00026,0.0763,-8.927,1,0.0324,108.95,0.596
4cIPLtg1avt2Jm3ne9S1zy,0.391,0.535,0.651,0.0,0.133,-6.326,1,0.0544,117.218,0.612
4rDbp1vnvEhieiccprPMdI,0.186,0.406,0.698,0.0,0.233,-7.024,1,0.0624,109.266,0.333
1lCRw5FEZ1gPDNPzy1K4zW,0.378,0.268,0.459,0.0,0.118,-6.94,1,0.0346,64.177,0.175
1nQRg9q9uwALGzouOX5OyQ,0.183,0.744,0.502,0.000228,0.189,-7.719,1,0.0359,112.344,0.66
4vhVDkSx9RSb2k6mWFMYNI,0.148,0.51,0.76,0.0116,0.0706,-6.995,1,0.0411,118.839,0.55
4YJUTdZ0Pgl0ZeNyHYXeLd,0.933,0.328,0.179,5.54e-06,0.115,-11.589,1,0.0299,154.803,0.256
1n7xFAY4xoPeqRvrkzAtsw,0.577,0.543,0.461,0.0,0.0563,-6.724,1,0.0302,96.803,0.385
